DateKey;CalendarYear;CalendarHalfYearLabel;CalendarQuarterLabel;CalendarMonth;CalendarMonthLabel;CalendarWeekLabel;CalendarDayOfWeekLabel;IsWorkDay;Start of Week;End of Week
2007-05-28 00:00:00,000;2007;"H1";"Q2";200705;"May";"Week 22";"Monday";"WorkDay";2007-05-27 00:00:00,000;2007-06-03 00:00:00,000
2007-05-29 00:00:00,000;2007;"H1";"Q2";200705;"May";"Week 22";"Tuesday";"WorkDay";2007-05-27 00:00:00,000;2007-06-03 00:00:00,000
2007-05-30 00:00:00,000;2007;"H1";"Q2";200705;"May";"Week 22";"Wednesday";"WorkDay";2007-05-27 00:00:00,000;2007-06-03 00:00:00,000
2007-05-31 00:00:00,000;2007;"H1";"Q2";200705;"May";"Week 22";"Thursday";"WorkDay";2007-05-27 00:00:00,000;2007-06-03 00:00:00,000
2007-06-01 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 22";"Friday";"WorkDay";2007-05-27 00:00:00,000;2007-06-03 00:00:00,000
2007-06-04 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 23";"Monday";"WorkDay";2007-06-03 00:00:00,000;2007-06-10 00:00:00,000
2007-06-05 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 23";"Tuesday";"WorkDay";2007-06-03 00:00:00,000;2007-06-10 00:00:00,000
2007-06-06 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 23";"Wednesday";"WorkDay";2007-06-03 00:00:00,000;2007-06-10 00:00:00,000
2007-06-07 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 23";"Thursday";"WorkDay";2007-06-03 00:00:00,000;2007-06-10 00:00:00,000
2007-06-08 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 23";"Friday";"WorkDay";2007-06-03 00:00:00,000;2007-06-10 00:00:00,000
2007-06-11 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 24";"Monday";"WorkDay";2007-06-10 00:00:00,000;2007-06-17 00:00:00,000
2007-06-12 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 24";"Tuesday";"WorkDay";2007-06-10 00:00:00,000;2007-06-17 00:00:00,000
2007-06-13 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 24";"Wednesday";"WorkDay";2007-06-10 00:00:00,000;2007-06-17 00:00:00,000
2007-06-14 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 24";"Thursday";"WorkDay";2007-06-10 00:00:00,000;2007-06-17 00:00:00,000
2007-06-15 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 24";"Friday";"WorkDay";2007-06-10 00:00:00,000;2007-06-17 00:00:00,000
2007-06-18 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 25";"Monday";"WorkDay";2007-06-17 00:00:00,000;2007-06-24 00:00:00,000
2007-06-19 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 25";"Tuesday";"WorkDay";2007-06-17 00:00:00,000;2007-06-24 00:00:00,000
2007-06-20 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 25";"Wednesday";"WorkDay";2007-06-17 00:00:00,000;2007-06-24 00:00:00,000
2007-06-21 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 25";"Thursday";"WorkDay";2007-06-17 00:00:00,000;2007-06-24 00:00:00,000
2007-06-22 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 25";"Friday";"WorkDay";2007-06-17 00:00:00,000;2007-06-24 00:00:00,000
2007-06-25 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 26";"Monday";"WorkDay";2007-06-24 00:00:00,000;2007-07-01 00:00:00,000
2007-06-26 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 26";"Tuesday";"WorkDay";2007-06-24 00:00:00,000;2007-07-01 00:00:00,000
2007-06-27 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 26";"Wednesday";"WorkDay";2007-06-24 00:00:00,000;2007-07-01 00:00:00,000
2007-06-28 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 26";"Thursday";"WorkDay";2007-06-24 00:00:00,000;2007-07-01 00:00:00,000
2007-06-29 00:00:00,000;2007;"H1";"Q2";200706;"June";"Week 26";"Friday";"WorkDay";2007-06-24 00:00:00,000;2007-07-01 00:00:00,000
2007-07-02 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 27";"Monday";"WorkDay";2007-07-01 00:00:00,000;2007-07-08 00:00:00,000
2007-07-03 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 27";"Tuesday";"WorkDay";2007-07-01 00:00:00,000;2007-07-08 00:00:00,000
2007-07-04 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 27";"Wednesday";"WorkDay";2007-07-01 00:00:00,000;2007-07-08 00:00:00,000
2007-07-05 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 27";"Thursday";"WorkDay";2007-07-01 00:00:00,000;2007-07-08 00:00:00,000
2007-07-06 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 27";"Friday";"WorkDay";2007-07-01 00:00:00,000;2007-07-08 00:00:00,000
2007-07-09 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 28";"Monday";"WorkDay";2007-07-08 00:00:00,000;2007-07-15 00:00:00,000
2007-07-10 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 28";"Tuesday";"WorkDay";2007-07-08 00:00:00,000;2007-07-15 00:00:00,000
2007-07-11 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 28";"Wednesday";"WorkDay";2007-07-08 00:00:00,000;2007-07-15 00:00:00,000
2007-07-12 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 28";"Thursday";"WorkDay";2007-07-08 00:00:00,000;2007-07-15 00:00:00,000
2007-07-13 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 28";"Friday";"WorkDay";2007-07-08 00:00:00,000;2007-07-15 00:00:00,000
2007-07-16 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 29";"Monday";"WorkDay";2007-07-15 00:00:00,000;2007-07-22 00:00:00,000
2007-07-17 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 29";"Tuesday";"WorkDay";2007-07-15 00:00:00,000;2007-07-22 00:00:00,000
2007-07-18 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 29";"Wednesday";"WorkDay";2007-07-15 00:00:00,000;2007-07-22 00:00:00,000
2007-07-19 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 29";"Thursday";"WorkDay";2007-07-15 00:00:00,000;2007-07-22 00:00:00,000
2007-07-20 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 29";"Friday";"WorkDay";2007-07-15 00:00:00,000;2007-07-22 00:00:00,000
2007-07-23 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 30";"Monday";"WorkDay";2007-07-22 00:00:00,000;2007-07-29 00:00:00,000
2007-07-24 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 30";"Tuesday";"WorkDay";2007-07-22 00:00:00,000;2007-07-29 00:00:00,000
2007-07-25 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 30";"Wednesday";"WorkDay";2007-07-22 00:00:00,000;2007-07-29 00:00:00,000
2007-07-26 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 30";"Thursday";"WorkDay";2007-07-22 00:00:00,000;2007-07-29 00:00:00,000
2007-07-27 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 30";"Friday";"WorkDay";2007-07-22 00:00:00,000;2007-07-29 00:00:00,000
2007-07-30 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 31";"Monday";"WorkDay";2007-07-29 00:00:00,000;2007-08-05 00:00:00,000
2007-07-31 00:00:00,000;2007;"H2";"Q3";200707;"July";"Week 31";"Tuesday";"WorkDay";2007-07-29 00:00:00,000;2007-08-05 00:00:00,000
2007-08-01 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 31";"Wednesday";"WorkDay";2007-07-29 00:00:00,000;2007-08-05 00:00:00,000
2007-08-02 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 31";"Thursday";"WorkDay";2007-07-29 00:00:00,000;2007-08-05 00:00:00,000
2007-08-03 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 31";"Friday";"WorkDay";2007-07-29 00:00:00,000;2007-08-05 00:00:00,000
2007-08-06 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 32";"Monday";"WorkDay";2007-08-05 00:00:00,000;2007-08-12 00:00:00,000
2007-08-07 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 32";"Tuesday";"WorkDay";2007-08-05 00:00:00,000;2007-08-12 00:00:00,000
2007-08-08 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 32";"Wednesday";"WorkDay";2007-08-05 00:00:00,000;2007-08-12 00:00:00,000
2007-08-09 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 32";"Thursday";"WorkDay";2007-08-05 00:00:00,000;2007-08-12 00:00:00,000
2007-08-10 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 32";"Friday";"WorkDay";2007-08-05 00:00:00,000;2007-08-12 00:00:00,000
2007-08-13 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 33";"Monday";"WorkDay";2007-08-12 00:00:00,000;2007-08-19 00:00:00,000
2007-08-14 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 33";"Tuesday";"WorkDay";2007-08-12 00:00:00,000;2007-08-19 00:00:00,000
2007-08-15 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 33";"Wednesday";"WorkDay";2007-08-12 00:00:00,000;2007-08-19 00:00:00,000
2007-08-16 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 33";"Thursday";"WorkDay";2007-08-12 00:00:00,000;2007-08-19 00:00:00,000
2007-08-17 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 33";"Friday";"WorkDay";2007-08-12 00:00:00,000;2007-08-19 00:00:00,000
2007-08-20 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 34";"Monday";"WorkDay";2007-08-19 00:00:00,000;2007-08-26 00:00:00,000
2007-08-21 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 34";"Tuesday";"WorkDay";2007-08-19 00:00:00,000;2007-08-26 00:00:00,000
2007-08-22 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 34";"Wednesday";"WorkDay";2007-08-19 00:00:00,000;2007-08-26 00:00:00,000
2007-08-23 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 34";"Thursday";"WorkDay";2007-08-19 00:00:00,000;2007-08-26 00:00:00,000
2007-08-24 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 34";"Friday";"WorkDay";2007-08-19 00:00:00,000;2007-08-26 00:00:00,000
2007-08-27 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 35";"Monday";"WorkDay";2007-08-26 00:00:00,000;2007-09-02 00:00:00,000
2007-08-28 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 35";"Tuesday";"WorkDay";2007-08-26 00:00:00,000;2007-09-02 00:00:00,000
2007-08-29 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 35";"Wednesday";"WorkDay";2007-08-26 00:00:00,000;2007-09-02 00:00:00,000
2007-08-30 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 35";"Thursday";"WorkDay";2007-08-26 00:00:00,000;2007-09-02 00:00:00,000
2007-08-31 00:00:00,000;2007;"H2";"Q3";200708;"August";"Week 35";"Friday";"WorkDay";2007-08-26 00:00:00,000;2007-09-02 00:00:00,000
2007-09-03 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 36";"Monday";"WorkDay";2007-09-02 00:00:00,000;2007-09-09 00:00:00,000
2007-09-04 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 36";"Tuesday";"WorkDay";2007-09-02 00:00:00,000;2007-09-09 00:00:00,000
2007-09-05 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 36";"Wednesday";"WorkDay";2007-09-02 00:00:00,000;2007-09-09 00:00:00,000
2007-09-06 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 36";"Thursday";"WorkDay";2007-09-02 00:00:00,000;2007-09-09 00:00:00,000
2007-09-07 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 36";"Friday";"WorkDay";2007-09-02 00:00:00,000;2007-09-09 00:00:00,000
2007-09-10 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 37";"Monday";"WorkDay";2007-09-09 00:00:00,000;2007-09-16 00:00:00,000
2007-09-11 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 37";"Tuesday";"WorkDay";2007-09-09 00:00:00,000;2007-09-16 00:00:00,000
2007-09-12 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 37";"Wednesday";"WorkDay";2007-09-09 00:00:00,000;2007-09-16 00:00:00,000
2007-09-13 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 37";"Thursday";"WorkDay";2007-09-09 00:00:00,000;2007-09-16 00:00:00,000
2007-09-14 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 37";"Friday";"WorkDay";2007-09-09 00:00:00,000;2007-09-16 00:00:00,000
2007-09-17 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 38";"Monday";"WorkDay";2007-09-16 00:00:00,000;2007-09-23 00:00:00,000
2007-09-18 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 38";"Tuesday";"WorkDay";2007-09-16 00:00:00,000;2007-09-23 00:00:00,000
2007-09-19 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 38";"Wednesday";"WorkDay";2007-09-16 00:00:00,000;2007-09-23 00:00:00,000
2007-09-20 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 38";"Thursday";"WorkDay";2007-09-16 00:00:00,000;2007-09-23 00:00:00,000
2007-09-21 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 38";"Friday";"WorkDay";2007-09-16 00:00:00,000;2007-09-23 00:00:00,000
2007-09-24 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 39";"Monday";"WorkDay";2007-09-23 00:00:00,000;2007-09-30 00:00:00,000
2007-09-25 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 39";"Tuesday";"WorkDay";2007-09-23 00:00:00,000;2007-09-30 00:00:00,000
2007-09-26 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 39";"Wednesday";"WorkDay";2007-09-23 00:00:00,000;2007-09-30 00:00:00,000
2007-09-27 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 39";"Thursday";"WorkDay";2007-09-23 00:00:00,000;2007-09-30 00:00:00,000
2007-09-28 00:00:00,000;2007;"H2";"Q3";200709;"September";"Week 39";"Friday";"WorkDay";2007-09-23 00:00:00,000;2007-09-30 00:00:00,000
2007-10-01 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 40";"Monday";"WorkDay";2007-09-30 00:00:00,000;2007-10-07 00:00:00,000
2007-10-02 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 40";"Tuesday";"WorkDay";2007-09-30 00:00:00,000;2007-10-07 00:00:00,000
2007-10-03 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 40";"Wednesday";"WorkDay";2007-09-30 00:00:00,000;2007-10-07 00:00:00,000
2007-10-04 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 40";"Thursday";"WorkDay";2007-09-30 00:00:00,000;2007-10-07 00:00:00,000
2007-10-05 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 40";"Friday";"WorkDay";2007-09-30 00:00:00,000;2007-10-07 00:00:00,000
2007-10-08 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 41";"Monday";"WorkDay";2007-10-07 00:00:00,000;2007-10-14 00:00:00,000
2007-10-09 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 41";"Tuesday";"WorkDay";2007-10-07 00:00:00,000;2007-10-14 00:00:00,000
2007-10-10 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 41";"Wednesday";"WorkDay";2007-10-07 00:00:00,000;2007-10-14 00:00:00,000
2007-10-11 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 41";"Thursday";"WorkDay";2007-10-07 00:00:00,000;2007-10-14 00:00:00,000
2007-10-12 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 41";"Friday";"WorkDay";2007-10-07 00:00:00,000;2007-10-14 00:00:00,000
2007-10-15 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 42";"Monday";"WorkDay";2007-10-14 00:00:00,000;2007-10-21 00:00:00,000
2007-10-16 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 42";"Tuesday";"WorkDay";2007-10-14 00:00:00,000;2007-10-21 00:00:00,000
2007-10-17 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 42";"Wednesday";"WorkDay";2007-10-14 00:00:00,000;2007-10-21 00:00:00,000
2007-10-18 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 42";"Thursday";"WorkDay";2007-10-14 00:00:00,000;2007-10-21 00:00:00,000
2007-10-19 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 42";"Friday";"WorkDay";2007-10-14 00:00:00,000;2007-10-21 00:00:00,000
2007-10-22 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 43";"Monday";"WorkDay";2007-10-21 00:00:00,000;2007-10-28 00:00:00,000
2007-10-23 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 43";"Tuesday";"WorkDay";2007-10-21 00:00:00,000;2007-10-28 00:00:00,000
2007-10-24 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 43";"Wednesday";"WorkDay";2007-10-21 00:00:00,000;2007-10-28 00:00:00,000
2007-10-25 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 43";"Thursday";"WorkDay";2007-10-21 00:00:00,000;2007-10-28 00:00:00,000
2007-10-26 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 43";"Friday";"WorkDay";2007-10-21 00:00:00,000;2007-10-28 00:00:00,000
2007-10-29 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 44";"Monday";"WorkDay";2007-10-28 00:00:00,000;2007-11-04 00:00:00,000
2007-10-30 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 44";"Tuesday";"WorkDay";2007-10-28 00:00:00,000;2007-11-04 00:00:00,000
2007-10-31 00:00:00,000;2007;"H2";"Q4";200710;"October";"Week 44";"Wednesday";"WorkDay";2007-10-28 00:00:00,000;2007-11-04 00:00:00,000
2007-11-01 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 44";"Thursday";"WorkDay";2007-10-28 00:00:00,000;2007-11-04 00:00:00,000
2007-11-02 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 44";"Friday";"WorkDay";2007-10-28 00:00:00,000;2007-11-04 00:00:00,000
2007-11-05 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 45";"Monday";"WorkDay";2007-11-04 00:00:00,000;2007-11-11 00:00:00,000
2007-11-06 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 45";"Tuesday";"WorkDay";2007-11-04 00:00:00,000;2007-11-11 00:00:00,000
2007-11-07 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 45";"Wednesday";"WorkDay";2007-11-04 00:00:00,000;2007-11-11 00:00:00,000
2007-11-08 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 45";"Thursday";"WorkDay";2007-11-04 00:00:00,000;2007-11-11 00:00:00,000
2007-11-09 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 45";"Friday";"WorkDay";2007-11-04 00:00:00,000;2007-11-11 00:00:00,000
2007-11-12 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 46";"Monday";"WorkDay";2007-11-11 00:00:00,000;2007-11-18 00:00:00,000
2007-11-13 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 46";"Tuesday";"WorkDay";2007-11-11 00:00:00,000;2007-11-18 00:00:00,000
2007-11-14 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 46";"Wednesday";"WorkDay";2007-11-11 00:00:00,000;2007-11-18 00:00:00,000
2007-11-15 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 46";"Thursday";"WorkDay";2007-11-11 00:00:00,000;2007-11-18 00:00:00,000
2007-11-16 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 46";"Friday";"WorkDay";2007-11-11 00:00:00,000;2007-11-18 00:00:00,000
2007-11-19 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 47";"Monday";"WorkDay";2007-11-18 00:00:00,000;2007-11-25 00:00:00,000
2007-11-20 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 47";"Tuesday";"WorkDay";2007-11-18 00:00:00,000;2007-11-25 00:00:00,000
2007-11-21 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 47";"Wednesday";"WorkDay";2007-11-18 00:00:00,000;2007-11-25 00:00:00,000
2007-11-22 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 47";"Thursday";"WorkDay";2007-11-18 00:00:00,000;2007-11-25 00:00:00,000
2007-11-23 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 47";"Friday";"WorkDay";2007-11-18 00:00:00,000;2007-11-25 00:00:00,000
2007-11-26 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 48";"Monday";"WorkDay";2007-11-25 00:00:00,000;2007-12-02 00:00:00,000
2007-11-27 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 48";"Tuesday";"WorkDay";2007-11-25 00:00:00,000;2007-12-02 00:00:00,000
2007-11-28 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 48";"Wednesday";"WorkDay";2007-11-25 00:00:00,000;2007-12-02 00:00:00,000
2007-11-29 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 48";"Thursday";"WorkDay";2007-11-25 00:00:00,000;2007-12-02 00:00:00,000
2007-11-30 00:00:00,000;2007;"H2";"Q4";200711;"November";"Week 48";"Friday";"WorkDay";2007-11-25 00:00:00,000;2007-12-02 00:00:00,000
2007-12-03 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 49";"Monday";"WorkDay";2007-12-02 00:00:00,000;2007-12-09 00:00:00,000
2007-12-04 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 49";"Tuesday";"WorkDay";2007-12-02 00:00:00,000;2007-12-09 00:00:00,000
2007-12-05 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 49";"Wednesday";"WorkDay";2007-12-02 00:00:00,000;2007-12-09 00:00:00,000
2007-12-06 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 49";"Thursday";"WorkDay";2007-12-02 00:00:00,000;2007-12-09 00:00:00,000
2007-12-07 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 49";"Friday";"WorkDay";2007-12-02 00:00:00,000;2007-12-09 00:00:00,000
2007-12-10 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 50";"Monday";"WorkDay";2007-12-09 00:00:00,000;2007-12-16 00:00:00,000
2007-12-11 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 50";"Tuesday";"WorkDay";2007-12-09 00:00:00,000;2007-12-16 00:00:00,000
2007-12-12 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 50";"Wednesday";"WorkDay";2007-12-09 00:00:00,000;2007-12-16 00:00:00,000
2007-12-13 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 50";"Thursday";"WorkDay";2007-12-09 00:00:00,000;2007-12-16 00:00:00,000
2007-12-14 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 50";"Friday";"WorkDay";2007-12-09 00:00:00,000;2007-12-16 00:00:00,000
2007-12-17 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 51";"Monday";"WorkDay";2007-12-16 00:00:00,000;2007-12-23 00:00:00,000
2007-12-18 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 51";"Tuesday";"WorkDay";2007-12-16 00:00:00,000;2007-12-23 00:00:00,000
2007-12-19 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 51";"Wednesday";"WorkDay";2007-12-16 00:00:00,000;2007-12-23 00:00:00,000
2007-12-20 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 51";"Thursday";"WorkDay";2007-12-16 00:00:00,000;2007-12-23 00:00:00,000
2007-12-21 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 51";"Friday";"WorkDay";2007-12-16 00:00:00,000;2007-12-23 00:00:00,000
2007-12-24 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 52";"Monday";"WorkDay";2007-12-23 00:00:00,000;2007-12-30 00:00:00,000
2007-12-25 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 52";"Tuesday";"WorkDay";2007-12-23 00:00:00,000;2007-12-30 00:00:00,000
2007-12-26 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 52";"Wednesday";"WorkDay";2007-12-23 00:00:00,000;2007-12-30 00:00:00,000
2007-12-27 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 52";"Thursday";"WorkDay";2007-12-23 00:00:00,000;2007-12-30 00:00:00,000
2007-12-28 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 52";"Friday";"WorkDay";2007-12-23 00:00:00,000;2007-12-30 00:00:00,000
2007-12-31 00:00:00,000;2007;"H2";"Q4";200712;"December";"Week 53";"Monday";"WorkDay";2007-12-30 00:00:00,000;2008-01-06 00:00:00,000
2009-01-01 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 1";"Thursday";"WorkDay";2008-12-28 00:00:00,000;2009-01-04 00:00:00,000
2009-01-02 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 1";"Friday";"WorkDay";2008-12-28 00:00:00,000;2009-01-04 00:00:00,000
2009-01-05 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 2";"Monday";"WorkDay";2009-01-04 00:00:00,000;2009-01-11 00:00:00,000
2009-01-06 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 2";"Tuesday";"WorkDay";2009-01-04 00:00:00,000;2009-01-11 00:00:00,000
2009-01-07 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 2";"Wednesday";"WorkDay";2009-01-04 00:00:00,000;2009-01-11 00:00:00,000
2009-01-08 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 2";"Thursday";"WorkDay";2009-01-04 00:00:00,000;2009-01-11 00:00:00,000
2009-01-09 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 2";"Friday";"WorkDay";2009-01-04 00:00:00,000;2009-01-11 00:00:00,000
2009-01-12 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 3";"Monday";"WorkDay";2009-01-11 00:00:00,000;2009-01-18 00:00:00,000
2009-01-13 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 3";"Tuesday";"WorkDay";2009-01-11 00:00:00,000;2009-01-18 00:00:00,000
2009-01-14 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 3";"Wednesday";"WorkDay";2009-01-11 00:00:00,000;2009-01-18 00:00:00,000
2009-01-15 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 3";"Thursday";"WorkDay";2009-01-11 00:00:00,000;2009-01-18 00:00:00,000
2009-01-16 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 3";"Friday";"WorkDay";2009-01-11 00:00:00,000;2009-01-18 00:00:00,000
2009-01-19 00:00:00,000;2009;"H1";"Q1";200901;"January";"Week 4";"Monday";"WorkDay";2009-01-18 00:00:00,000;2009-01-25 00:00:00,000
